Player,Country,Birthdate,ResidencyFormer,Team,Residency,Role,FavChamps,RoleLast,IsRetired,ToWildrift,AllName,Birthdate__precision
Davo,Ecuador,,,,Latin America,Support,Pyke,Support,0,0,Davo,
Davros,Czech Republic,2001-08-28,Europe,Esport STUBA Academy,EMEA,Mid,,Mid,0,0,Davros,1
Davus,Portugal,,,,EMEA,Support,,Support,0,0,Davus,
Dawciu,Poland,2008-03-21,Europe,Packmiko E-Sports,EMEA,Jungle,"Kindred,Taliyah,Soraka,Zilean",Jungle,0,0,Dawciu,1
Daweee,Czech Republic,,,,Europe,Jungle,,Jungle,1,0,Daweee,
dawer,Poland,2002-11-02,Europe,,EMEA,Coach,,Coach,0,0,Dawer,1
Dawerko,Czech Republic,1997-10-04,Europe,UNIZA Enigmas,EMEA,Coach,,Head Coach,0,0,Dawerko,1
Dawg,United States,,,,North America,Top,,Top,1,0,Dawg,
Dawi,Greece,2005-03-07,,Spartans EU,EMEA,Mid,,Mid,0,0,Dawi,1
Dawi,Greece,2005-03-07,,Spartans EU,EMEA,Mid,,Mid,0,0,Dawera,1
Dawidsonek,Poland,2000-02-21,Europe,,EMEA,Mid,"Kayle,Kassadin,Corki",Mid,0,0,Dawidsonek,1
Dawn (Kim Jin-young),South Korea,,,Nongshim Esports Academy,Korea,Coach,,Coach,0,0,Dawn (Kim Jin-young),
Dawn (Kyle Leird Somera),Philippines,2002-04-29,SEA,,Asia Pacific,Bot,,Bot,0,0,Dawn (Kyle Leird Somera),1
Dawn (Nikola Stoychev),Bulgaria,,Europe,,EMEA,Top,,Top,0,0,Dawn (Nikola Stoychev),
Dawn (Nikola Stoychev),Bulgaria,,Europe,,EMEA,Top,,Top,0,0,NF Dawn,
DaWn (Tang Zhi-Peng),China,,,,China,Top,,Top,1,0,DaWn (Tang Zhi-Peng),
DaWn (Tang Zhi-Peng),China,,,,China,Top,,Top,1,0,你温柔的明哥,
DaWn (Tang Zhi-Peng),China,,,,China,Top,,Top,1,0,最爱熊宝宝,
Dawon,Czech Republic,2003-03-02,Europe,Team Meliora,EMEA,Mid,,Mid,0,0,Dawon,1
dax,Spain,1995-02-18,,,Europe,Support,Sona,Support,1,0,Dax,1
Daxou,France,,,,Europe,Support,,Support,1,0,Daxou,
Day Beats,Chile,,,,Latin America,Coach,,Head Coach,0,0,Day Beats,
Day Beats,Chile,,,,Latin America,Coach,,Head Coach,0,0,DayBeats,
Day1,Japan,1994-12-15,,,Japan,Bot,,Bot,1,0,Day1,1
Day1,Japan,1994-12-15,,,Japan,Bot,,Bot,1,0,XiLIUM,1
Dayaa,Germany,,,,Europe,Top,,Top,1,0,Dayaa,
Daycrow,Dominican Republic,,,Space Rabbit e-Sports,Latin America,Bot,,Bot,0,0,Daycrow,
Daycrow,Dominican Republic,,,Space Rabbit e-Sports,Latin America,Bot,,Bot,0,0,Kosei Arima,
DayDream,South Korea,1995-06-19,,,Korea,Jungle,"Lee Sin,Jarvan IV,Olaf",Jungle,1,0,DayDream,1
Daydream (Kyler Irwin),United States,,,,North America,Jungle,,Jungle,0,0,Daydream (Kyler Irwin),
Daydream (Kyler Irwin),United States,,,,North America,Jungle,,Jungle,0,0,Daydream7,
Daydreamin,United States,,,,North America,Support,"Blitzcrank,Lulu,Thresh,Elise",Support,1,0,Daydreamin,
Daylight,China,2000-05-02,,,China,Jungle,,Jungle,1,0,Daylight,1
Daylight,China,2000-05-02,,,China,Jungle,,Jungle,1,0,Bear (Li Yu-Qing),1
Daylight,China,2000-05-02,,,China,Jungle,,Jungle,1,0,Xuzhu,1
Dayor,Hungary,,,,Europe,Support,,Support,1,0,Dayor,
Dayos,Canada,,,Saint Louis University,North America,Coach,,Coach,0,0,Dayos,
dayruin,Russia,1995-01-05,,,CIS,Coach,"Ezreal,Lucian,Corki",Secondary Coach,1,0,Dayruin,1
Days4fun,Brazil,1996-02-23,,,Brazil,Jungle,"Graves,Evelynn,Kha'Zix",Jungle,1,0,Days4fun,1
Days4fun,Brazil,1996-02-23,,,Brazil,Jungle,"Graves,Evelynn,Kha'Zix",Jungle,1,0,Days,1
CÒ,Vietnam,,,,Vietnam,Bot,,Bot,1,0,CÒ,
CÒ,Vietnam,,,,Vietnam,Bot,,Bot,1,0,CÒ IZ DABEST,
CO4,Malaysia,,,,SEA,Bot,,Bot,1,0,CO4,
Coach Adam,United States,,,Park University,North America,Coach,,Head Coach,0,0,Coach Adam,
Coach Adam,United States,,,Park University,North America,Coach,,Head Coach,0,0,Adam Farm,
Coach Coso,Canada,,,,North America,Coach,,Head Coach,0,0,Coach Coso,
Coach Coso,Canada,,,,North America,Coach,,Head Coach,0,0,Cosommak,
Coach Coso,Canada,,,,North America,Coach,,Head Coach,0,0,Dinosaur25,
Coach Coso,Canada,,,,North America,Coach,,Head Coach,0,0,Dragonrouge,
Coach Daniel,China,,,,China,Coach,,Coach,0,0,Coach Daniel,
Coach Daniel,China,,,,China,Coach,,Coach,0,0,Yishisan,
Coach Dman,Sweden,2000-04-20,Europe,,EMEA,Coach,"Lillia,Aurelion Sol,Kai'Sa,Maokai",Head Coach,0,0,Coach Dman,1
Coach Dman,Sweden,2000-04-20,Europe,,EMEA,Coach,"Lillia,Aurelion Sol,Kai'Sa,Maokai",Head Coach,0,0,Dman (Hugo Daggberg),1
Coach IRL,Turkey,,,,,Coach,,Coach,0,0,Coach IRL,
Coach Kohaku,France,1996-10-21,,,EMEA,Coach,"Janna,Rakan,Milio,Nautilus,Zyra",Head Coach,0,0,Coach Kohaku,1
Coach Kybet,United Kingdom,1996-04-30,Europe,DMG Esports,EMEA,Coach,"Evelynn,Rammus,Sejuani,Jarvan IV,Kai'Sa",Head Coach,0,0,Coach Kybet,1
Coach Kybet,United Kingdom,1996-04-30,Europe,DMG Esports,EMEA,Coach,"Evelynn,Rammus,Sejuani,Jarvan IV,Kai'Sa",Head Coach,0,0,Kybet,1
Coach Mike,United States,,,University of California San Diego,North America,Coach,,Head Coach,0,0,Coach Mike,
Coach Nick,Mexico,1996-08-31,,,Latin America,Coach,"Kog'Maw,Blitzcrank,Xerath,Vel'Koz,Anivia",Head Coach,1,0,Coach Nick,1
Coach Nick,Mexico,1996-08-31,,,Latin America,Coach,"Kog'Maw,Blitzcrank,Xerath,Vel'Koz,Anivia",Head Coach,1,0,Nick (Ian Ramos),1
Coach Shelby,Italy,,,,Europe,Coach,,Coach,1,0,Coach Shelby,
Coach Shelby,Italy,,,,Europe,Coach,,Coach,1,0,Shelby,
Coach Tim,Germany,1999-07-30,Europe,Aurora (Belgian Team),EMEA,Coach,"Tahm Kench,Varus",Assistant Coach,0,0,Coach Tim,1
Coach Tim,Germany,1999-07-30,Europe,Aurora (Belgian Team),EMEA,Coach,"Tahm Kench,Varus",Assistant Coach,0,0,Tim (Olrik Anderson),1
Coal,Thailand,,,,SEA,Jungle,,Jungle,1,0,Coal,
Coat,Mexico,,,Texas A&amp;M University,North America,Bot,,Bot,0,0,Coat,
Coated,Vietnam,2000-05-01,,,Vietnam,Top,Camille,Top,0,0,Coated,1
Coated,Vietnam,2000-05-01,,,Vietnam,Top,Camille,Top,0,0,Coateddd,1
Coated,Vietnam,2000-05-01,,,Vietnam,Top,Camille,Top,0,0,Fan Boy Luffy,1
Coated,Vietnam,2000-05-01,,,Vietnam,Top,Camille,Top,0,0,TopKhung,1
cob68,Canada,,,,North America,Support,,Support,1,0,Cob68,
Cobble,,,,,Europe,Bot,,Bot,1,0,Cobble,
Cobierms,Spain,,Europe,,EMEA,Bot,,Bot,0,0,Cobierms,
CoBiT,South Korea,2006-02-27,,,Korea,Support,,Support,0,0,CoBiT,1
Cobra (Noman Ali),Oman,2001-03-10,,,None,Jungle,"Kha'Zix,Nidalee,Jarvan IV,Elise",Jungle,0,0,Cobra (Noman Ali),1
Coco,South Korea,1994-03-14,,Nongshim RedForce,Korea,Coach,"Zed,Kha'Zix,Kassadin",Coach,0,0,Coco,1
Coco,South Korea,1994-03-14,,Nongshim RedForce,Korea,Coach,"Zed,Kha'Zix,Kassadin",Coach,0,0,조금만더열심히,1
Coco (Cole Dambly),United States,,,,North America,Caster,,Caster,1,0,Coco (Cole Dambly),
Coco (Cole Dambly),United States,,,,North America,Caster,,Caster,1,0,CocoTheDragon,
Coco (Wang Lu),China,,,,China,Bot,,Bot,1,0,Coco (Wang Lu),
cocoon (Xie Peng-Fei),China,,,,China,Jungle,,Jungle,0,0,Cocoon (Xie Peng-Fei),
Code,Bolivia,2004-10-04,,DCT eSports,Latin America,Top,,Top,0,0,Code,1
Code,Bolivia,2004-10-04,,DCT eSports,Latin America,Top,,Top,0,0,1982,1
Codein,Uruguay,1999-03-10,,,Latin America,Top,Jarvan IV,Top,1,0,Codein,1
Codein,Uruguay,1999-03-10,,,Latin America,Top,Jarvan IV,Top,1,0,Codina,1
Codpiece,Brazil,,,,Brazil,Support,,Support,1,0,Codpiece,
cody,Chile,2001-10-23,Latin America South,Estral Esports,Latin America,Mid,"Azir,Cassiopeia,Orianna,Syndra,Zoe",Mid,0,0,Cody,1
cody,Chile,2001-10-23,Latin America South,Estral Esports,Latin America,Mid,"Azir,Cassiopeia,Orianna,Syndra,Zoe",Mid,0,0,CodyStark,1
cody,Chile,2001-10-23,Latin America South,Estral Esports,Latin America,Mid,"Azir,Cassiopeia,Orianna,Syndra,Zoe",Mid,0,0,Codyy,1
Cody Sun,China,1997-04-25,,,North America,Bot,"Kog'Maw,Jinx,Corki",Bot,0,0,Cody Sun,1
Cody Sun,China,1997-04-25,,,North America,Bot,"Kog'Maw,Jinx,Corki",Bot,0,0,Massacre,1
Cody Sun,China,1997-04-25,,,North America,Bot,"Kog'Maw,Jinx,Corki",Bot,0,0,TheMassacre8,1
Cody Sun,China,1997-04-25,,,North America,Bot,"Kog'Maw,Jinx,Corki",Bot,0,0,TM8,1
Coelho,Brazil,1995-12-26,,RED Canids,Brazil,Coach,,Head Coach,0,0,Coelho,1
Coelho,Brazil,1995-12-26,,RED Canids,Brazil,Coach,,Head Coach,0,0,Cowelhy,1
Coeus,Canada,,,,North America,Owner,,Head Coach,0,0,Coeus,
Coeus,Canada,,,,North America,Owner,,Head Coach,0,0,Dragon (Noah High),
coffee,China,,,,China,Jungle,,Jungle,0,0,Coffee,
Coffee Cat,United States,1998-03-04,,,North America,Bot,"Vayne,Ezreal,Varus",Bot,1,0,Coffee Cat,1
Coffee Cat,United States,1998-03-04,,,North America,Bot,"Vayne,Ezreal,Varus",Bot,1,0,Necromancer,1
Cogcog,Japan,1996-02-06,,,Japan,Top,"Riven,Fiora,Poppy",Top,1,0,Cogcog,1
Cogcog,Japan,1996-02-06,,,Japan,Top,"Riven,Fiora,Poppy",Top,1,0,Cogcog1,1
Cognac,Turkey,,,,Turkey,Coach,,Coach,1,0,Cognac,
Cohle,Italy,,Europe,,EMEA,Mid,"Vladimir,Lux",Mid,0,0,Cohle,
Cohle,Italy,,Europe,,EMEA,Mid,"Vladimir,Lux",Mid,0,0,Cohle7,
Coinflip (Giorgio Sammuri),Italy,,,,Europe,Support,,Support,1,0,Coinflip (Giorgio Sammuri),
coing,Denmark,2003-02-13,,,Europe,Mid,"Azir,Ahri,Akali,Zed",Mid,1,0,Coing,1
Coining,Taiwan,,,Frank Esports Academy,Asia Pacific,Mid,,Mid,0,0,Coining,
Cokey,United Kingdom,,,,Europe,Bot,,Bot,1,0,Cokey,
Col0,Argentina,,,,Latin America,Support,,Support,1,0,Col0,
Cola (Cheng Nien-En),Taiwan,1993-05-12,Taiwan,,LMS,Support,,Support,1,0,Cola (Cheng Nien-En),1
Cola (Jiang Nan),China,1994-04-18,,,China,Top,"Jax,Shyvana",Top,1,0,Cola (Jiang Nan),1
Cola (Jiang Nan),China,1994-04-18,,,China,Top,"Jax,Shyvana",Top,1,0,Kele,1
Cola (Jiang Nan),China,1994-04-18,,,China,Top,"Jax,Shyvana",Top,1,0,可乐,1
Colacioppo,Italy,,Europe,Axolotl,EMEA,Top,,Top,0,0,Colacioppo,
Colacioppo,Italy,,Europe,Axolotl,EMEA,Top,,Top,0,0,Collapse (Matteo Colacioppo),
Colacioppo,Italy,,Europe,Axolotl,EMEA,Top,,Top,0,0,Matteo,
Colacioppo,Italy,,Europe,Axolotl,EMEA,Top,,Top,0,0,MatteoITA,
colalin,Taiwan,1987-02-01,,,LMS,Analyst,"Taric,Soraka,Sona",Event Planning Specialist,1,0,Colalin,1
Colamax,Serbia,1994-11-26,Europe,Partizan Esports,EMEA,Coach,"Lee Sin,Nidalee",Head Coach,0,0,Colamax,1
Colamax,Serbia,1994-11-26,Europe,Partizan Esports,EMEA,Coach,"Lee Sin,Nidalee",Head Coach,0,0,Atila,1
Colamax,Serbia,1994-11-26,Europe,Partizan Esports,EMEA,Coach,"Lee Sin,Nidalee",Head Coach,0,0,ColamaxGG,1
Colbe,Poland,2004-07-17,Europe,,EMEA,Support,Renata Glasc,Support,0,0,Colbe,1
COLD,China,1997-02-01,,,China,Support,,Support,0,0,COLD,1
COLD,China,1997-02-01,,,China,Support,,Support,0,0,5,1
COLD,China,1997-02-01,,,China,Support,,Support,0,0,Amazing (Liu Shi-Yu),1
COLD,China,1997-02-01,,,China,Support,,Support,0,0,Five,1
COLD,China,1997-02-01,,,China,Support,,Support,0,0,五爷,1
Colden,Turkey,,Turkey,Klanik Esport,EMEA,Support,,Support,0,0,Colden,
Coldenfeet,Thailand,,Southeast Asia,,Asia Pacific,Bot,Tristana,Bot,1,1,Coldenfeet,
Coldenfeet,Thailand,,Southeast Asia,,Asia Pacific,Bot,Tristana,Bot,1,1,C0ldenfeet,
Coldfeeling,Russia,,,,CIS,Bot,,Bot,1,0,Coldfeeling,
Coldicee,Taiwan,1985-12-05,Taiwan,PSG Talon,PCS,Manager,,Manager,0,0,Coldicee,1
cOldMemo,Turkey,2002-03-27,Turkey,Phoenix Esports (Turkish Team),EMEA,Mid,,Mid,0,0,COldMemo,1
cOldMemo,Turkey,2002-03-27,Turkey,Phoenix Esports (Turkish Team),EMEA,Mid,,Mid,0,0,Memo,1
Coldraa,Turkey,2002-08-14,Turkey,Gamespace Mediterranean College Esports,EMEA,Bot,,Bot,0,0,Coldraa,1
Coldraa,Turkey,2002-08-14,Turkey,Gamespace Mediterranean College Esports,EMEA,Bot,,Bot,0,0,Coldraaa,1
Colega,Portugal,,,,Europe,Jungle,,Jungle,1,0,Colega,
Colega,Portugal,,,,Europe,Jungle,,Jungle,1,0,OhColega,
colin,China,1991-12-24,,,China,Caster,,Support,1,0,Colin,1
colingogo,Canada,,,,North America,Jungle,,Jungle,0,0,Colingogo,
Colla,China,,,,China,Coach,,Head Coach,0,0,Colla,
Colla,China,,,,China,Coach,,Head Coach,0,0,Kinte,
Collamer,United States,1997-11-04,,University of Mississippi,North America,Coach,,Head Coach,0,0,Collamer,1
Collapse,Mexico,,,,Latin America,Analyst,,Analyst,1,0,Collapse,
Collion,Hungary,,,,Europe,Bot,,Bot,1,0,Collion,
Colo,Italy,2001-01-25,,,Europe,Mid,"Taliyah,Ryze,Azir,LeBlanc",Mid,1,0,Colo,1
Colomblbl,France,,Europe,G2 Hel,EMEA,Support,,Support,0,0,Colomblbl,
Colonel Sanders,Iceland,,,,Europe,Bot,,Bot,1,0,Colonel Sanders,
Color,Poland,2000-12-06,Europe,Macko Esports,EMEA,Top,,Top,0,0,Color,1
Color,Poland,2000-12-06,Europe,Macko Esports,EMEA,Top,,Top,0,0,Nowy Color,1
Colorless,South Korea,,,,Korea,Support,,Support,1,0,Colorless,
Colosimus,Brazil,,,Riot Games Inc.,Brazil,Caster,,Caster,0,0,Colosimus,
Colour (Lyu Ke-Ning),China,,,,China,Bot,,Bot,0,0,Colour (Lyu Ke-Ning),
Colour (Wan Tsz To),Hong Kong,,Taiwan,,LMS,Streamer,Lee Sin,Streamer,1,0,Colour (Wan Tsz To),
Colville,Greece,,,,Europe,Jungle,,Jungle,1,0,Colville,
Coma (Cheng Gong),China,,,,China,Jungle,,Jungle,1,0,Coma (Cheng Gong),
Coma (Hong Hee-bum),South Korea,,,,Korea,Jungle,,Jungle,1,0,Coma (Hong Hee-bum),
Comander,Uruguay,1995-08-21,Latin America South,,Latin America,Bot,"Caitlyn,Jarvan IV,Ezreal",Bot,1,0,Comander,1
Comander,Uruguay,1995-08-21,Latin America South,,Latin America,Bot,"Caitlyn,Jarvan IV,Ezreal",Bot,1,0,1Comander,1
coMar,,,,,Europe,Jungle,,Jungle,1,0,CoMar,
Comeback (Cosmin Mreana),Romania,,Europe,,EMEA,Mid,,Mid,0,0,Comeback (Cosmin Mreana),
Comet,South Korea,1991-08-04,,KT Rolster,Korea,Coach,,Coach,0,0,Comet,1
Comet,South Korea,1991-08-04,,KT Rolster,Korea,Coach,,Coach,0,0,Ccomet,1
Commit,Portugal,,,,Europe,Coach,,Coach,1,0,Commit,
Commit Jungle,Denmark,,,,Europe,Jungle,Taliyah,Jungle,1,0,Commit Jungle,
Comp,Greece,2001-12-20,Europe,Rogue (European Team),EMEA,Bot,"Draven,Tristana,Lucian,Sivir",Bot,0,0,Comp,1
Comp,Greece,2001-12-20,Europe,Rogue (European Team),EMEA,Bot,"Draven,Tristana,Lucian,Sivir",Bot,0,0,Competitive,1
Comp,Greece,2001-12-20,Europe,Rogue (European Team),EMEA,Bot,"Draven,Tristana,Lucian,Sivir",Bot,0,0,Compp,1
Comp9,Canada,,,,North America,Mid,,Mid,0,0,Comp9,
Comp9,Canada,,,,North America,Mid,,Mid,0,0,Competition,
Comp9,Canada,,,,North America,Mid,,Mid,0,0,Competition9,
Comp9,Canada,,,,North America,Mid,,Mid,0,0,Stancato,
Composites,Denmark,2005-01-19,Europe,Karolinerna,EMEA,Mid,,Mid,0,0,Composites,1
ComprateUnPony,Argentina,,,,Latin America,Jungle,,Jungle,1,0,ComprateUnPony,
Compultion,Greece,,,,Europe,Top,,Top,1,0,Compultion,
Conan,China,1993-12-25,,,China,Analyst,"Sona,Nami",Analyst,1,0,Conan,1
Conan,China,1993-12-25,,,China,Analyst,"Sona,Nami",Analyst,1,0,LoveCryBoy,1
Concept,United States,1999-04-03,,,North America,Top,"Dr. Mundo,Urgot,Wukong,Garen",Top,0,0,Concept,1
Concept,United States,1999-04-03,,,North America,Top,"Dr. Mundo,Urgot,Wukong,Garen",Top,0,0,Concept of X,1
Condemn,Argentina,,,,Latin America,Bot,,Bot,1,0,Condemn,
Condi,China,1996-11-07,,Team WE,China,Coach,,Assistant Coach,0,0,Condi,1
Confysion,Denmark,1996-09-30,,,Europe,Jungle,"Kha'Zix,Graves,Ivern",Jungle,1,0,Confysion,1
Confysion,Denmark,1996-09-30,,,Europe,Jungle,"Kha'Zix,Graves,Ivern",Jungle,1,0,Dalby,1
Conjke,Russia,,,,CIS,Jungle,,Jungle,1,0,Conjke,
Connected,Greece,,,,Europe,Support,,Support,1,0,Connected,
Conor,United Kingdom,1995-06-08,,,Europe,Manager,Thresh,Manager,1,0,Conor,1
Conquer,China,,,,China,Support,,Support,1,0,Conquer,
Conrad,Canada,,,,North America,Bot,"Kai'Sa,Draven,Jinx",Bot,1,0,Conrad,
Conrad,Canada,,,,North America,Bot,"Kai'Sa,Draven,Jinx",Bot,1,0,User:Conrad1231/Conrad,
Conse,Austria,1998-09-12,Europe,,EMEA,Top,"Gangplank,Camille,Irelia",Top,0,0,Conse,1
Conse,Austria,1998-09-12,Europe,,EMEA,Top,"Gangplank,Camille,Irelia",Top,0,0,Consequent,1
Conta,Mexico,2003-12-19,,Icon Esports (Mexican Team),Latin America,Top,,Top,0,0,Conta,1
Contractz,United States,1999-08-25,,,North America,Jungle,"Nidalee,Rek'Sai",Jungle,0,0,Contractz,1
Conus,South Korea,1994-08-08,,,Korea,Coach,,Coach,0,0,Conus,1
Conus,South Korea,1994-08-08,,,Korea,Coach,,Coach,0,0,FA Coach,1
Convivita,Venezuela,1997-03-27,,Kapsoura,Latin America,Bot,,Bot,0,0,Convivita,1
CooCooDai,Taiwan,,,,LMS,Mid,,Mid,1,0,CooCooDai,
Cook,France,,Europe,Solary,EMEA,Coach,,Head Coach,0,0,Cook,
Cookie (Choi Byeong-kook),South Korea,1992-05-04,,Gen.G Academy,Korea,Coach,,Teaching Coach,0,0,Cookie (Choi Byeong-kook),1
Cookie (Jakob Fransson),Sweden,2000-06-09,,,Europe,Bot,"Tristana,Xayah,Ezreal",Bot,1,0,Cookie (Jakob Fransson),1
Cookie (Jakob Fransson),Sweden,2000-06-09,,,Europe,Bot,"Tristana,Xayah,Ezreal",Bot,1,0,Cookielol9,1
Cookie (Kim Jong-hyeon),South Korea,,,,Korea,Support,,Support,1,0,Cookie (Kim Jong-hyeon),
Cookie7,China,,,,China,Jungle,,Jungle,0,0,Cookie7,
CookMySock,United Kingdom,,,,Europe,Mid,"Kayle,Twisted Fate,Diana",Mid,1,0,CookMySock,
Cool,China,1994-08-03,,,China,Mid,"Orianna,Syndra,Twisted Fate,Ahri,Ziggs,Orianna,Zed",Mid,1,0,Cool,1
Cool,China,1994-08-03,,,China,Mid,"Orianna,Syndra,Twisted Fate,Ahri,Ziggs,Orianna,Zed",Mid,1,0,COO1,1
Cool,China,1994-08-03,,,China,Mid,"Orianna,Syndra,Twisted Fate,Ahri,Ziggs,Orianna,Zed",Mid,1,0,Santa (Yu Jia-Jun),1
Cool,China,1994-08-03,,,China,Mid,"Orianna,Syndra,Twisted Fate,Ahri,Ziggs,Orianna,Zed",Mid,1,0,无状态,1
Cool (Michael Thompson),Canada,,,,North America,Mid,,Mid,1,0,Cool (Michael Thompson),
CoolCat,Malaysia,,,,SEA,Bot,,Bot,1,0,CoolCat,
CoolCat,Malaysia,,,,SEA,Bot,,Bot,1,0,CoolKitty,
CoolDudex,Peru,,,,Latin America,Support,,Support,1,0,CoolDudex,
CoolELive,United States,,,LiT Esports,North America,Coach,,Head Coach,0,0,CoolELive,
CoolG,Hong Kong,,,,LMS,Bot,"Riven,Irelia",Bot,1,0,CoolG,
CoolG,Hong Kong,,,,LMS,Bot,"Riven,Irelia",Bot,1,0,ChiCKeN (Tin Chi Chung),
CoolG,Hong Kong,,,,LMS,Bot,"Riven,Irelia",Bot,1,0,Smoker,
CoolSystem,Romania,,,,Europe,Top,"Pantheon,Poppy",Top,1,0,CoolSystem,
coomecoom,United Kingdom,,Europe,,EMEA,Bot,,Bot,0,0,Coomecoom,
CooN,South Korea,1995-06-01,,,Korea,Coach,,Coach,1,0,CooN,1
Coool,Hong Kong,1997-11-10,Taiwan,,Asia Pacific,Support,,Support,1,0,Coool,1
Coool,Hong Kong,1997-11-10,Taiwan,,Asia Pacific,Support,,Support,1,0,Cooool,1
cooplew14,United States,,,,North America,Mid,,Mid,1,0,Cooplew14,
Coosone,Turkey,1998-02-12,Turkey,,EMEA,Coach,,Coach,0,0,Coosone,1
Coow,Chile,,,POG Team,Latin America,Jungle,,Jungle,0,0,Coow,
Coow,Chile,,,POG Team,Latin America,Jungle,,Jungle,0,0,Higny,
Cop,United States,1992-06-14,,,North America,Coach,"Caitlyn,Corki,Lucian",Head Coach,1,0,Cop,1
Copako,Uruguay,1998-11-25,Latin America South,,Latin America,Mid,"Ahri,Cassiopeia,Zilean,Veigar",Mid,1,0,Copako,1
Copari,United States,,,University of Colorado Boulder,North America,Mid,"Jayce,Camille,Irelia,Fiora",Mid,0,0,Copari,
Copita,Mexico,,,,Latin America,Jungle,,Jungle,1,0,Copita,
Copy (Jouhan Pathmanathan),Canada,2002-10-14,,,North America,Mid,,Mid,1,0,Copy (Jouhan Pathmanathan),1
Copy Catt,Turkey,1999-03-30,Turkey,,EMEA,Coach,"Ornn,Sett",Owner;Head Coach,0,0,Copy Catt,1
Copy Catt,Turkey,1999-03-30,Turkey,,EMEA,Coach,"Ornn,Sett",Owner;Head Coach,0,0,Copy C,1
Copy Catt,Turkey,1999-03-30,Turkey,,EMEA,Coach,"Ornn,Sett",Owner;Head Coach,0,0,Copy Cat,1
corbie,China,,,,China,Jungle,,Jungle,1,0,Corbie,
corbie,China,,,,China,Jungle,,Jungle,1,0,Like17,
Cordobez,Argentina,2001-07-21,,,Latin America,Support,,Support,1,0,Cordobez,1
Cordobez,Argentina,2001-07-21,,,Latin America,Support,,Support,1,0,Cordobes,1
CoreJJ,South Korea,1994-06-22,Korea,Team Liquid,North America,Support,Zyra,Support,0,0,CoreJJ,1
CoreJJ,South Korea,1994-06-22,Korea,Team Liquid,North America,Support,Zyra,Support,0,0,Core,1
CoreJJ,South Korea,1994-06-22,Korea,Team Liquid,North America,Support,Zyra,Support,0,0,Core JJ,1
CoreJJ,South Korea,1994-06-22,Korea,Team Liquid,North America,Support,Zyra,Support,0,0,코어,1
CoreTienZ,Canada,2000-09-13,,,North America,Bot,,Bot,1,0,CoreTienZ,1
CorGi,Taiwan,1993-08-18,Taiwan,PSG Talon,Asia Pacific,Coach,,Head Coach,0,0,CorGi,1
CorGi,Taiwan,1993-08-18,Taiwan,PSG Talon,Asia Pacific,Coach,,Head Coach,0,0,Pig,1
Corgi (Leung Ka Kin),Macao,1999-09-12,Taiwan,,LMS,Bot,,Bot,1,0,Corgi (Leung Ka Kin),1
Corgi (Leung Ka Kin),Macao,1999-09-12,Taiwan,,LMS,Bot,,Bot,1,0,Eric (Leong Ka Kin),1
Corgi (Leung Ka Kin),Macao,1999-09-12,Taiwan,,LMS,Bot,,Bot,1,0,K2C,1
Cori,China,,,,China,Bot,,Bot,1,0,Cori,
Corn (Hong Jae-hee),South Korea,1998-01-12,,,Korea,Jungle,,Jungle,1,0,Corn (Hong Jae-hee),1
Corn (Hong Jae-hee),South Korea,1998-01-12,,,Korea,Jungle,,Jungle,1,0,Mirage (Hong Jae-hee),1
Corn (Lei Wen),China,1997-03-04,,,China,Mid,"LeBlanc,Yasuo",Mid,1,1,Corn (Lei Wen),1
Corn (Lei Wen),China,1997-03-04,,,China,Mid,"LeBlanc,Yasuo",Mid,1,1,C0rn,1
Corn (Lei Wen),China,1997-03-04,,,China,Mid,"LeBlanc,Yasuo",Mid,1,1,Mis (Lei Wen),1
Cornsalad,South Korea,1989-02-07,,,Korea,Mid,"Kassadin,Vayne,Vladimir",Mid,1,0,Cornsalad,1
Corobizar,France,1993-04-06,,,Europe,Support,Fiddlesticks,Support,1,0,Corobizar,1
Corporal,Japan,2001-06-15,Oceania,,Asia Pacific,Support,,Support,0,0,Corporal,1
Corriragazzo,Italy,2002-05-25,Europe,DELTALAND,EMEA,Support,"Malphite,Karma,Annie,Swain,Azir",Support,0,0,Corriragazzo,1
Corriragazzo,Italy,2002-05-25,Europe,DELTALAND,EMEA,Support,"Malphite,Karma,Annie,Swain,Azir",Support,0,0,Corri,1
Corriragazzo,Italy,2002-05-25,Europe,DELTALAND,EMEA,Support,"Malphite,Karma,Annie,Swain,Azir",Support,0,0,Corrifrog,1
Corruption,Chile,,,,LAS,Coach,"Diana,Anivia,Cassiopeia,Kha'Zix",Coach,1,0,Corruption,
Corsario,Chile,1990-02-03,Latin America South,Riot Games Inc.,Latin America,Caster,,Caster,0,0,Corsario,1
Cortar,Poland,,,,Europe,Jungle,,Jungle,1,0,Cortar,
Cortext,Turkey,,,,Turkey,Coach,,Coach,1,0,Cortext,
Corvi,Chile,1999-04-01,,,Latin America,Support,"Pyke,Thresh,Blitzcrank,Lulu",Support,1,0,Corvi,1
Corvo,Spain,2003-04-05,Europe,,EMEA,Bot,"Ashe,Jhin,Caitlyn,Kog'Maw",Bot,0,0,Corvo,1
Corvus (Korbinian Domnick),Germany,,Europe,,EMEA,Mid,,Mid,0,0,Corvus (Korbinian Domnick),
Corvus (Korbinian Domnick),Germany,,Europe,,EMEA,Mid,,Mid,0,0,Undercover,
Corwin,Spain,,,,Europe,Top,,Top,1,0,Corwin,
