OverviewPage,DateStart,Date,Region,Country,EventType,League,DateStart__precision,Date__precision
PCL/2023 Season/Group Stage,2023-08-15,2023-08-28,PCS,,Online,Pacific Challengers League,1,1
PCL/2023 Season/Open Qualifier,2023-09-14,2023-09-17,PCS,,Online,Pacific Challengers League,1,1
PCL/2023 Season/Playoffs,2023-09-21,2023-10-01,PCS,,Online,Pacific Challengers League,1,1
PCL/2024 Season/Spring Playoffs,2024-04-03,2024-04-14,Asia Pacific,,Online,Pacific Challengers League,1,1
PCL/2024 Season/Spring Season,2024-01-24,2024-03-29,Asia Pacific,,Online,Pacific Challengers League,1,1
PCL/2024 Season/Spring Season/Amateur Audition,2024-03-23,2024-03-24,Asia Pacific,,Online,Pacific Challengers League,1,1
PCL/2024 Season/Spring Season/Collegiate Audition,2024-03-23,2024-03-24,Asia Pacific,,Online,Pacific Challengers League,1,1
PCL/2024 Season/Summer Playoffs,2024-07-24,2024-08-09,Asia Pacific,,Online,Pacific Challengers League,1,1
PCL/2024 Season/Summer Season,2024-05-29,2024-07-11,Asia Pacific,,Online,Pacific Challengers League,1,1
PCS Partnaire Tour,2021-06-12,2021-06-13,Europe,France,Online,PCS Partnaire Tour,1,1
PCS Partnaire Tour 2022,2022-07-23,2022-07-24,Europe,France,Online,PCS Partnaire Tour,1,1
PCS/2020 Season/Spring Playoffs,2020-04-10,2020-05-03,Asia Pacific,,Online,Pacific Championship Series,1,1
PCS/2020 Season/Spring Season,2020-02-29,2020-04-05,Asia Pacific,,Online,Pacific Championship Series,1,1
PCS/2020 Season/Summer Playoffs,2020-08-13,2020-08-30,Asia Pacific,,Online,Pacific Championship Series,1,1
PCS/2020 Season/Summer Season,2020-06-20,2020-08-02,Asia Pacific,,Online,Pacific Championship Series,1,1
PCS/2021 Season/Spring Playoffs,2021-04-01,2021-04-18,Asia Pacific,,Online,Pacific Championship Series,1,1
PCS/2021 Season/Spring Promotion,2020-09-08,2020-09-09,APAC,,Online,Pacific Championship Series,1,1
PCS/2021 Season/Spring Promotion,2020-09-08,2020-09-09,PCS,,Online,Pacific Championship Series,1,1
PCS/2021 Season/Spring Promotion/Qualifiers,,2020-08-26,PCS,,Online,Pacific Championship Series,,1
PCS/2021 Season/Spring Promotion/Qualifiers/SAM Qualifier,,2020-08-26,PCS,,Online,Pacific Championship Series,,1
PCS/2021 Season/Spring Season,2021-02-19,2021-03-21,Asia Pacific,,,Pacific Championship Series,1,1
PCS/2021 Season/Summer Playoffs,2021-08-12,2021-08-29,Asia Pacific,,Online,Pacific Championship Series,1,1
PCS/2021 Season/Summer Season,2021-07-09,2021-08-08,Asia Pacific,,Online,Pacific Championship Series,1,1
PCS/2022 Season/Spring Playoffs,2022-03-31,2022-04-17,Asia Pacific,,Online,Pacific Championship Series,1,1
PCS/2022 Season/Spring Season,2022-02-11,2022-03-20,Asia Pacific,,Online,Pacific Championship Series,1,1
PCS/2022 Season/Summer Playoffs,2022-08-18,2022-09-04,PCS,,Online,Pacific Championship Series,1,1
PCS/2022 Season/Summer Season,2022-07-01,2022-08-07,PCS,,Online,Pacific Championship Series,1,1
PCS/2023 Season/Spring Playoffs,2023-03-23,2023-04-09,PCS,,,Pacific Championship Series,1,1
PCS/2023 Season/Spring Season,2023-02-03,2023-03-12,PCS,,Online,Pacific Championship Series,1,1
PCS/2023 Season/Summer Playoffs,2023-08-11,2023-09-09,PCS,,Offline,Pacific Championship Series,1,1
PCS/2023 Season/Summer Season,2023-06-30,2023-08-07,PCS,,Offline,Pacific Championship Series,1,1
PCS/2024 Season/Spring Playoffs,2024-03-11,2024-04-07,Asia Pacific,Taiwan,Offline,Pacific Championship Series,1,1
PCS/2024 Season/Spring Promotion,2023-10-04,2023-10-08,Asia Pacific,,Offline,Pacific Championship Series,1,1
PCS/2024 Season/Spring Season,2024-01-19,2024-03-03,Asia Pacific,,Online,Pacific Championship Series,1,1
PCS/2024 Season/Summer Playoffs,2024-08-05,2024-09-01,Asia Pacific,Taiwan,Offline,Pacific Championship Series,1,1
PCS/2024 Season/Summer Season,2024-06-08,2024-07-28,Asia Pacific,Taiwan,Online,Pacific Championship Series,1,1
PCSG Winter 2014,,2014-12-07,Europe,,,,,1
Pentakill.gr Tournament,2012-09-22,2012-09-30,Europe,,Online,,1,1
PG Nationals/2018 Season/Spring Playoffs,2018-03-18,2018-03-31,Europe,Italy,Offline,PG Nationals,1,1
PG Nationals/2018 Season/Spring Qualifiers,2018-01-27,2018-01-27,Europe,Italy,Online,PG Nationals,1,1
PG Nationals/2018 Season/Spring Qualifiers/2,2018-01-28,2018-01-28,Europe,Italy,Online,PG Nationals,1,1
PG Nationals/2018 Season/Spring Qualifiers/3,2018-02-03,2018-02-03,Europe,Italy,Online,PG Nationals,1,1
PG Nationals/2018 Season/Spring Qualifiers/4,2018-02-04,2018-02-04,Europe,Italy,Online,PG Nationals,1,1
PG Nationals/2018 Season/Spring Season,2018-02-14,2018-03-15,Europe,Italy,Offline,PG Nationals,1,1
PG Nationals/2018 Season/Summer Playoffs,2018-07-15,2018-07-28,Europe,Italy,Offline,PG Nationals,1,1
PG Nationals/2018 Season/Summer Qualifiers,2018-05-01,2018-05-02,Europe,Italy,Online,PG Nationals,1,1
PG Nationals/2018 Season/Summer Qualifiers/Expansion Qualifier 2,2018-05-05,2018-05-06,Europe,Italy,Online,PG Nationals,1,1
PG Nationals/2018 Season/Summer Qualifiers/Expansion Qualifier 3,2018-05-07,2018-05-08,Europe,Italy,Online,PG Nationals,1,1
PG Nationals/2018 Season/Summer Season,2018-05-27,2018-07-09,Europe,Italy,Offline,PG Nationals,1,1
PG Nationals/2019 Season/Showdown,2019-09-27,2019-09-27,Europe,Italy,,PG Esports Events,1,1
PG Nationals/2019 Season/Spring Playoffs,2019-03-17,2019-04-07,Europe,Italy,Online/Offline,PG Nationals,1,1
PG Nationals/2019 Season/Spring Promotion,2018-11-14,2018-12-12,Europe,Italy,Offline,PG Nationals,1,1
PG Nationals/2019 Season/Spring Promotion/Open Qualifier,2018-11-11,2018-11-11,Europe,Italy,Online,PG Nationals,1,1
PG Nationals/2019 Season/Spring Season,2019-01-27,2019-03-11,Europe,Italy,Offline,PG Nationals,1,1
PG Nationals/2019 Season/Summer Playoffs,2019-07-18,2019-07-28,Europe,Italy,Offline,PG Nationals,1,1
PG Nationals/2019 Season/Summer Promotion,2019-05-14,2019-05-16,Europe,Italy,Offline,PG Nationals,1,1
PG Nationals/2019 Season/Summer Promotion/Open Qualifier,2019-04-30,2019-05-12,Europe,Italy,Online,PG Nationals,1,1
PG Nationals/2019 Season/Summer Season,2019-06-02,2019-07-15,Europe,Italy,Offline,PG Nationals,1,1
PG Nationals/2020 Season/Spring Playoffs,2020-03-03,2020-03-29,Europe,Italy,Offline,PG Nationals,1,1
PG Nationals/2020 Season/Spring Promotion,2019-12-17,2019-12-19,Europe,Italy,Offline,PG Nationals,1,1
PG Nationals/2020 Season/Spring Promotion/Open Qualifier,2019-12-02,2019-12-11,Europe,Italy,Online,PG Nationals,1,1
PG Nationals/2020 Season/Spring Season,2020-01-22,2020-02-27,Europe,Italy,Offline,PG Nationals,1,1
PG Nationals/2020 Season/Staff Rumble,2020-05-24,2020-05-25,Europe,Italy,Offline,PG Esports Events,1,1
LSPL/2014 Season/Spring,2014-02-18,2014-04-24,China,China,Offline,LoL Secondary Pro League,1,1
LSPL/2014 Season/Spring/Qualifier,2014-02-13,2014-02-16,China,China,Offline,LoL Secondary Pro League,1,1
LSPL/2014 Season/Summer,2014-06-10,2014-08-14,China,China,Offline,LoL Secondary Pro League,1,1
LSPL/2015 Season/Spring Playoffs,2015-03-25,2015-04-09,China,China,Offline,LoL Secondary Pro League,1,1
LSPL/2015 Season/Spring Relegation,2015-03-17,2015-03-24,China,China,Offline,LoL Secondary Pro League,1,1
LSPL/2015 Season/Spring Season,2015-01-20,2015-03-12,China,China,Offline,LoL Secondary Pro League,1,1
LSPL/2015 Season/Summer Playoffs,2015-07-22,2015-08-06,China,China,Offline,LoL Secondary Pro League,1,1
LSPL/2015 Season/Summer Relegation,2015-07-14,2015-07-21,China,China,Offline,LoL Secondary Pro League,1,1
LSPL/2015 Season/Summer Season,2015-05-26,2015-07-02,China,China,Offline,LoL Secondary Pro League,1,1
LSPL/2016 Season/Spring Playoffs,2016-04-10,2016-04-12,China,China,Offline,LoL Secondary Pro League,1,1
LSPL/2016 Season/Spring Relegation,2016-04-10,2016-04-11,China,China,Offline,LoL Secondary Pro League,1,1
LSPL/2016 Season/Spring Season,2016-01-18,2016-04-06,China,China,Offline,LoL Secondary Pro League,1,1
LSPL/2016 Season/Summer Playoffs,2016-08-07,2016-08-09,China,China,Offline,LoL Secondary Pro League,1,1
LSPL/2016 Season/Summer Relegation,2016-08-06,2016-08-08,China,China,Offline,LoL Secondary Pro League,1,1
LSPL/2016 Season/Summer Season,2016-05-23,2016-08-03,China,China,Offline,LoL Secondary Pro League,1,1
LSPL/2017 Season/Spring Playoffs,2017-04-13,2017-04-14,China,China,Offline,LoL Secondary Pro League,1,1
LSPL/2017 Season/Spring Relegation,2017-04-11,2017-04-12,China,China,Offline,LoL Secondary Pro League,1,1
LSPL/2017 Season/Spring Season,2017-01-17,2017-04-08,China,China,Offline,LoL Secondary Pro League,1,1
LSPL/2017 Season/Summer Playoffs,2017-08-18,2017-08-24,China,China,Offline,LoL Secondary Pro League,1,1
LSPL/2017 Season/Summer Season,2017-06-06,2017-08-16,China,China,Offline,LoL Secondary Pro League,1,1
LST/2019 Season/Spring,2019-04-20,2019-04-21,SEA,Southeast Asia,Online,League of Legends SEA Tour,1,1
LST/2019 Season/Spring Qualifier/Indonesia,2019-03-31,2019-03-31,SEA,Indonesia,Online,League of Legends SEA Tour,1,1
LST/2019 Season/Spring Qualifier/Indonesia/National Qualifier,2019-03-15,2019-03-23,SEA,Indonesia,Online,League of Legends SEA Tour,1,1
LST/2019 Season/Spring Qualifier/Malaysia and Singapore,2019-04-14,2019-04-14,SEA,,Online,League of Legends SEA Tour,1,1
LST/2019 Season/Spring Qualifier/Malaysia and Singapore/National Qualifier,2019-03-27,2019-04-04,SEA,,Online,League of Legends SEA Tour,1,1
LST/2019 Season/Spring Qualifier/Philippines,2019-04-13,2019-04-13,SEA,Philippines,Online,League of Legends SEA Tour,1,1
LST/2019 Season/Spring Qualifier/Philippines/National Qualifier,2019-03-13,2019-03-21,SEA,Philippines,Online,League of Legends SEA Tour,1,1
LST/2019 Season/Spring Qualifier/Thailand,2019-04-07,2019-04-07,SEA,Thailand,Online,League of Legends SEA Tour,1,1
LST/2019 Season/Spring Qualifier/Thailand/National Qualifier,2019-03-29,2019-04-06,SEA,Thailand,Online,League of Legends SEA Tour,1,1
LST/2019 Season/Summer,2019-07-20,2019-09-01,SEA,Southeast Asia,Online,League of Legends SEA Tour,1,1
LST/2019 Season/Summer Playoffs,2019-09-07,2019-09-15,SEA,Southeast Asia,,League of Legends SEA Tour,1,1
LST/2019 Season/Summer Qualifier/ID-MY-SG,2019-07-06,2019-07-07,SEA,,Online,League of Legends SEA Tour,1,1
LST/2019 Season/Summer Qualifier/Philippines,2019-06-30,2019-07-07,SEA,Philippines,Online,League of Legends SEA Tour,1,1
LST/2019 Season/Summer Qualifier/Thailand,2019-06-29,2019-07-07,SEA,Thailand,Online,League of Legends SEA Tour,1,1
Lucca Comics &amp; Games/2014/Torneo Nazionale Italiano,,2014-11-01,Europe,Italy,Online/Offline,Torneo Nazionale Italiano 2014,,1
Lucca Comics &amp; Games/2015/Invitational Italiano,2015-10-05,2015-11-01,Europe,Italy,Online/Offline,Invitational Italiano 2015,1,1
Lucca Comics &amp; Games/2016/Torneo Nazionale Italiano,2016-10-30,2016-10-30,Europe,Italy,Offline,Torneo Nazionale Italiano 2016,1,1
Lucian Cowboy Solo,2018-08-30,2018-08-31,Vietnam,Vietnam,Online,,1,1
Lugo Gaming Fest 2022,2022-04-23,2022-04-23,Europe,Spain,Offline,Lugo Gaming Fest,1,1
Lugo Gaming Fest 2022/Online Qualifier,2022-04-10,2022-04-10,Europe,Spain,Online,Lugo Gaming Fest,1,1
Lugo Gaming Fest 2022/Online Qualifier/Qualifier 1,2022-04-08,2022-04-08,Europe,Spain,Online,Lugo Gaming Fest,1,1
Lugo Gaming Fest 2022/Online Qualifier/Qualifier 2,2022-04-09,2022-04-09,Europe,Spain,Online,Lugo Gaming Fest,1,1
Lugo Gaming Fest 2022/Online Tournament,2022-04-16,2022-04-17,Europe,Spain,Online,Lugo Gaming Fest,1,1
Luxembourg Tour/2022 Season/Spring Playoffs,2022-03-22,2022-03-24,Europe,Luxembourg,Online,Luxembourg Tour,1,1
Luxembourg Tour/2022 Season/Spring Qualifiers/Qualifier 1,2022-01-18,2022-01-20,Europe,Luxembourg,Online,Luxembourg Tour,1,1
Luxembourg Tour/2022 Season/Spring Qualifiers/Qualifier 2,2022-01-25,2022-01-27,Europe,Luxembourg,Online,Luxembourg Tour,1,1
Luxembourg Tour/2022 Season/Spring Qualifiers/Qualifier 3,2022-02-01,2022-02-03,Europe,Luxembourg,Online,Luxembourg Tour,1,1
Luxembourg Tour/2022 Season/Spring Split,2022-02-15,2022-03-10,Europe,Luxembourg,Online,Luxembourg Tour,1,1
Luxembourg Tour/2022 Season/Summer Playoffs,2022-08-09,2022-08-11,Europe,Luxembourg,Online,Luxembourg Tour,1,1
Luxembourg Tour/2022 Season/Summer Qualifiers/Qualifier 1,2022-06-07,2022-06-09,Europe,Luxembourg,Online,Luxembourg Tour,1,1
Luxembourg Tour/2022 Season/Summer Qualifiers/Qualifier 2,2022-06-14,2022-06-16,Europe,Luxembourg,Online,Luxembourg Tour,1,1
Luxembourg Tour/2022 Season/Summer Qualifiers/Qualifier 3,2022-06-21,2022-06-23,Europe,Luxembourg,Online,Luxembourg Tour,1,1
Luxembourg Tour/2022 Season/Summer Split,2022-07-05,2022-07-28,Europe,Luxembourg,Online,Luxembourg Tour,1,1
LVP Clasificatorio Challenger Series/Season 10,2016-04-04,2016-04-06,Europe,Spain,Online,LVP Clasificatorio Challenger Series,1,1
LVP Clasificatorio Challenger Series/Season 11,2016-10-07,2016-10-09,Europe,Spain,Offline,LVP Clasificatorio Challenger Series,1,1
LVP Clasificatorio Challenger Series/Season 12,2017-03-20,2017-03-26,Europe,Spain,Online/Offline,LVP Clasificatorio Challenger Series,1,1
LVP Clasificatorio Challenger Series/Season 13,2017-09-11,2017-11-12,Europe,Spain,Online/Offline,LVP Clasificatorio Challenger Series,1,1
LVP Clasificatorio Challenger Series/Season 14,,,Europe,,,,,
LVP División de Honor/Season 10,2016-02-15,2016-06-26,Europe,Spain,Online/Offline,División de Honor,1,1
LVP División de Honor/Season 10/Qualifier,,,Europe,,,,,
LVP División de Honor/Season 11,2016-08-29,2016-12-18,Europe,Spain,Online/Offline,División de Honor,1,1
LVP División de Honor/Season 11/Qualifier,,,Europe,,,,,
LVP La Copa ElCorteInglés/Season 12,2017-04-10,2017-04-28,Europe,Spain,Online/Offline,LVP La Copa ElCorteInglés,1,1
LVP Road to Gamergy 2015,2015-11-24,2015-11-26,Europe,,,Gamergy,1,1
LVP Segunda División/Season 12,2017-02-08,2017-07-02,Europe,Spain,Online,LVP Segunda División,1,1
LVP Segunda División/Season 13,2017-10-12,2017-11-23,Europe,Spain,Online,LVP Segunda División,1,1
LVP Segunda División/Season 13/Playoffs,2017-11-29,2017-12-15,Europe,Spain,Online/Offline,LVP Segunda División,1,1
LVP SuperLiga 2nd Division/2022 Season/Spring Playoffs,2022-03-15,2022-03-28,Europe,Spain,,LVP SuperLiga 2nd Division,1,1
LVP SuperLiga 2nd Division/2022 Season/Spring Season,2022-01-11,2022-03-09,Europe,Spain,,LVP SuperLiga 2nd Division,1,1
LVP SuperLiga 2nd Division/2022 Season/Spring Season/Qualifier,2021-11-22,2021-11-26,Europe,Spain,,LVP SuperLiga 2nd Division,1,1
LVP SuperLiga 2nd Division/2022 Season/Spring Season/Qualifier/Qualifier 2,2021-11-29,2021-12-03,Europe,Spain,,LVP SuperLiga 2nd Division,1,1
LVP SuperLiga 2nd Division/2022 Season/Summer Playoffs,2022-08-02,2022-08-16,Europe,Spain,,LVP SuperLiga 2nd Division,1,1
LVP SuperLiga 2nd Division/2022 Season/Summer Season,2022-05-31,2022-07-27,Europe,Spain,,LVP SuperLiga 2nd Division,1,1
LVP SuperLiga 2nd Division/2023 Season/Promotion,2022-09-14,2022-09-14,Europe,Spain,,LVP SuperLiga 2nd Division,1,1
LVP SuperLiga 2nd Division/2023 Season/Spring Playoffs,2023-03-22,2023-04-03,EMEA,Spain,,LVP SuperLiga 2nd Division,1,1
LVP SuperLiga 2nd Division/2023 Season/Spring Season,2023-01-18,2023-03-17,EMEA,Spain,,LVP SuperLiga 2nd Division,1,1
LVP SuperLiga 2nd Division/2023 Season/Summer Playoffs,2023-07-31,2023-08-11,EMEA,Spain,,LVP SuperLiga 2nd Division,1,1
LVP SuperLiga 2nd Division/2023 Season/Summer Season,2023-05-31,2023-07-21,EMEA,Spain,,LVP SuperLiga 2nd Division,1,1
LVP SuperLiga 2nd Division/2024 Season/Spring Playoffs,2024-03-24,2024-04-12,EMEA,Spain,,LVP SuperLiga 2nd Division,1,1
LVP SuperLiga 2nd Division/2024 Season/Spring Season,2024-01-19,2024-03-15,EMEA,Spain,,LVP SuperLiga 2nd Division,1,1
LVP SuperLiga 2nd Division/2024 Season/Summer Playoffs,2024-07-15,2024-08-04,EMEA,Spain,,LVP SuperLiga 2nd Division,1,1
LVP SuperLiga 2nd Division/2024 Season/Summer Season,2024-05-24,2024-07-09,EMEA,Spain,,LVP SuperLiga 2nd Division,1,1
LVP SuperLiga 2nd Division/2025 Season/Promotion,2024-09-04,2024-09-12,EMEA,Spain,,LVP SuperLiga 2nd Division,1,1
LVP SuperLiga Orange/2018 Season/Spring Playoffs,2018-03-19,2018-03-25,Europe,Spain,Offline,LVP SuperLiga Orange,1,1
LVP SuperLiga Orange/2018 Season/Spring Season,2018-01-28,2018-03-15,Europe,Spain,Online,LVP SuperLiga Orange,1,1
LVP SuperLiga Orange/2018 Season/Summer Playoffs,2018-08-27,2018-09-02,Europe,Spain,Offline,LVP SuperLiga Orange,1,1
LVP SuperLiga Orange/2018 Season/Summer Season,2018-05-26,2018-08-21,Europe,Spain,Online,LVP SuperLiga Orange,1,1
LVP SuperLiga Orange/2019 Season/Spring Playoffs,2019-03-22,2019-03-31,Europe,Spain,Offline,LVP SuperLiga Orange,1,1
LVP SuperLiga Orange/2019 Season/Spring Season,2019-01-30,2019-03-20,Europe,Spain,Offline,LVP SuperLiga Orange,1,1
LVP SuperLiga Orange/2019 Season/Summer Playoffs,2019-08-12,2019-09-01,Europe,Spain,Offline,LVP SuperLiga Orange,1,1
LVP SuperLiga Orange/2019 Season/Summer Season,2019-06-03,2019-08-07,Europe,Spain,Offline,LVP SuperLiga Orange,1,1
LVP SuperLiga Orange/2020 Season/Spring Playoffs,2020-03-16,2020-04-02,Europe,Spain,Offline,LVP SuperLiga Orange,1,1
LVP SuperLiga Orange/2020 Season/Spring Season,2020-01-23,2020-03-12,Europe,Spain,,LVP SuperLiga Orange,1,1
LVP SuperLiga Orange/2020 Season/Summer Playoffs,2020-08-10,2020-09-04,Europe,Spain,Offline,LVP SuperLiga Orange,1,1
LVP SuperLiga Orange/2020 Season/Summer Season,2020-06-15,2020-08-06,Europe,Spain,,LVP SuperLiga Orange,1,1
LVP SuperLiga Orange/Season 12,2017-02-05,2017-06-25,Europe,Spain,Online/Offline,LVP SuperLiga Orange,1,1
LVP SuperLiga Orange/Season 13,2017-10-07,2017-11-29,Europe,Spain,Online/Offline,LVP SuperLiga Orange,1,1
LVP SuperLiga Orange/Season 13/Playoffs,2017-12-16,2017-12-17,Europe,Spain,Offline,LVP SuperLiga Orange,1,1
LVP SuperLiga Orange/Season 13/Relegations,2017-12-17,2017-12-17,Europe,Spain,Offline,LVP SuperLiga Orange,1,1
LVP SuperLiga/2021 Season/Spring Playoffs,2021-03-15,2021-03-25,Europe,Spain,,LVP SuperLiga,1,1
LVP SuperLiga/2021 Season/Spring Promotion,,,Europe,Spain,,LVP SuperLiga,,
LVP SuperLiga/2021 Season/Spring Season,2021-01-18,2021-03-11,Europe,Spain,,LVP SuperLiga,1,1
LVP SuperLiga/2021 Season/Summer Playoffs,2021-08-02,2021-08-12,Europe,Spain,,LVP SuperLiga,1,1
LVP SuperLiga/2021 Season/Summer Season,2021-05-31,2021-07-29,Europe,Spain,,LVP SuperLiga,1,1
LVP SuperLiga/2022 Season/Spring Playoffs,2022-03-14,2022-03-30,Europe,Spain,,LVP SuperLiga,1,1
LVP SuperLiga/2022 Season/Spring Promotion,2021-08-18,2021-08-25,Europe,Spain,,LVP SuperLiga,1,1
LVP SuperLiga/2022 Season/Spring Season,2022-01-10,2022-03-10,Europe,Spain,,LVP SuperLiga,1,1
LVP SuperLiga/2022 Season/Summer Playoffs,2022-08-01,2022-08-20,Europe,Spain,Online/Offline,LVP SuperLiga,1,1
LVP SuperLiga/2022 Season/Summer Season,2022-05-30,2022-07-28,Europe,Spain,Online/Offline,LVP SuperLiga,1,1
LVP SuperLiga/2023 Season/Promotion,2022-09-12,2022-09-23,Europe,Spain,Online,LVP SuperLiga,1,1
LVP SuperLiga/2023 Season/Spring Playoffs,2023-03-14,2023-04-01,EMEA,Spain,Online/Offline,LVP SuperLiga,1,1
LVP SuperLiga/2023 Season/Spring Season,2023-01-16,2023-03-09,EMEA,Spain,Online,LVP SuperLiga,1,1
LVP SuperLiga/2023 Season/Summer Playoffs,2023-07-25,2023-08-12,EMEA,Spain,Online/Offline,LVP SuperLiga,1,1
LVP SuperLiga/2023 Season/Summer Season,2023-05-29,2023-07-20,EMEA,Spain,Online/Offline,LVP SuperLiga,1,1
LVP SuperLiga/2024 Season/Promotion,2023-09-11,2023-09-22,EMEA,Spain,Online,LVP SuperLiga,1,1
LVP SuperLiga/2024 Season/Spring Playoffs,2024-03-19,2024-04-05,EMEA,Spain,Online/Offline,LVP SuperLiga,1,1
LVP SuperLiga/2024 Season/Spring Season,2024-01-17,2024-03-14,EMEA,Spain,Online,LVP SuperLiga,1,1
LVP SuperLiga/2024 Season/Summer Playoffs,2024-07-20,2024-08-03,EMEA,Spain,Online,LVP SuperLiga,1,1
LVP SuperLiga/2024 Season/Summer Season,2024-05-22,2024-07-18,EMEA,Spain,Online/Offline,LVP SuperLiga,1,1
LVP SuperLiga/2025 Season/Promotion,2024-09-03,2024-09-10,EMEA,Spain,Online,LVP SuperLiga,1,1
Lyon e-Sport 10,2017-03-03,2017-03-05,Europe,France,Offline,Lyon e-Sport,1,1
Lyon e-Sport 11,2018-02-16,2018-02-18,Europe,France,Offline,Lyon e-Sport,1,1
