OverviewPage,Short,Location,Region,IsDisbanded,RenamedTo
Game Coach Academy,GCA,South Korea,Korea,0,
Game Talents,GT,China,China,1,Team WE Academy
Gameburg Team,GBT,Poland,Europe,1,
GameEkstra,GE,Turkey,Turkey,1,
Gamefy,GFY,China,China,1,
Gamehoppers.eu,gh,Europe,Europe,1,
Gameplay DNA,DNA,Lithuania,Europe,1,
GamerLegion,GL,Germany,EMEA,1,
Gamers2,G2,Spain,Europe,1,G2 Esports
Gamers404,G4,Greece,EMEA,0,
GamersOrigin,GO,France,Europe,1,Team GO
GamersOrigin Academy,GO.A,France,Europe,1,
Gamespace Mediterranean College Esports,GSMC,Greece,EMEA,0,
GameWard,GW,France,EMEA,0,
GameWard Academy,GW.A,France,Europe,1,
GameWard Astrals,GWA,France,EMEA,0,
Gaming Gaming,GG,Mexico,Latin America,1,
Gaming Team Kravaře,GTK,Czech Republic,Europe,1,
GamingGear.eu,GG.EU,Lithuania,CIS,1,Team Ultra Vires
Gamtee,GT,China,China,1,
Garden Gaming,GG,Norway,EMEA,0,
GashBears,GB,Taiwan,LMS,1,
GC Busan (2020 Korean Team),GCB,South Korea,Korea,1,
GC Busan Ascension,GCA,South Korea,Korea,1,
GC Busan Rising Star,GCB,,Korea,1,
Geekay Esports,GK,Saudi Arabia,EMEA,0,
GeekCase eSports,GCE,Portugal,EMEA,1,
GeekSide Esports,GSE,,Latin America,0,
Gen.G,GEN,South Korea,Korea,0,
Gen.G Academy,GEN.A,South Korea,Korea,0,
Gen.G Global Academy,GEN.GA,South Korea,Korea,0,
Genbu Gaming,GNGG,Costa Rica,Latin America,1,
Genetics Gap,GAP,,North America,1,
Genius Esports,GE,Vietnam,Vietnam,0,
Gentle Hearts Gaming,GHG,,North America,0,
Gentle Mates,M8,France,EMEA,0,
Gentlemen's Academy,GG.A,Poland,Europe,1,
Gentlemen's Gaming,GGM,Poland,Europe,1,
Gentside,Gent,France,Europe,1,
George Mason University,GMU,,North America,0,
Geração Estrutura,GE,Brazil,Brazil,1,
German Pingus,PNGU,,Europe,1,
GF-Gaming,GF,Poland,Europe,1,Kiedys Mialem Team
GG Call Nash,GG CN,France,Europe,1,
GG Esports Academy,GGEA,,North America,1,
GG&amp;Beer,GG,Italy,Europe,1,GGEsports
GGEsports,GGE,Italy,EMEA,1,
GGEsports Academy,GGE.A,Italy,Europe,1,
Giants (Spanish Team),GIA,Spain,EMEA,1,
Giants Academy,GIA.A,Spain,Europe,1,
Giants Gaming,GIA,Spain,Europe,1,
GIANTX,GX,United Kingdom,EMEA,0,
GIANTX Academy,GXP,,EMEA,0,
Gifted Gaming,GFTD,Czech Republic,Europe,1,
Ginger Turmeric,GTC,,North America,1,Area of Effect Ginger Turmeric
Girlfriends,GFS,North America,North America,1,
Gity Meavedronu,GIT,Poland,EMEA,1,
GJR,GJR,South Korea,Korea,1,
Glacial Esports,GE,,North America,0,
Glacial Phoenix,GPX,Russia,CIS,1,
Glacial Red,GR,,North America,1,
Glaive Esports Prime,GLV,United States,North America,1,
Globant Emerald,GET,Argentina,Latin America,1,
Globant Emerald Academy,GET.A,Argentina,Latin America,1,
GLORE,GLR,Czech Republic,EMEA,0,
Glorious Gaming,GG,Netherlands,Europe,1,Pertinax Esports
Glorious Gaming Belgium,GG.BE,Netherlands,Europe,1,
Gmae,GMAE,,North America,1,
GMBLERS ESPORTS,GMB,Italy,EMEA,0,
GnG Amazigh,GNG,Tunisia,EMEA,0,
GnG Esports,GnG,Tunisia,EMEA,1,
Go To Sleep,GTS,Thailand,SEA,1,
Goat Esports,GOT,,Latin America,1,
God's Plan,GDP,,Latin America,1,
Gödel Gamers,GODL,United States,North America,1,
Godlike Goats,GLG,Colombia,Latin America,1,King of Goats
Godsent,GOD,Sweden,Europe,1,
GOEXANIMO,GOEX,,Europe,1,
Gold Coin United,GCU,United States,North America,1,
Gold Gaming LA,GG,United States,North America,1,
Golden Grubians,GRUB,,North America,1,
Golden Guardians,GG,United States,North America,1,
Golden Guardians Academy,GG.A,United States,North America,1,Golden Guardians Challengers
Golden Guardians Challengers,GGC,United States,North America,1,
Good Game Esport,GGE,Denmark,Europe,1,
Good Team Multigaming,GTM,Russia,CIS,1,
Goose Gaming,GOOS,,North America,1,
Goskilla,GSK,Switzerland,EMEA,1,
Grand View University,GVU,,North America,0,
Granit Gaming,GRNT,Sweden,Europe,1,
Gravitas,GRV,Australia,Oceania,1,
Gravitas Academy,GRVA,Australia,Oceania,1,
Gravity (2024 North American Team),GV,North America,North America,0,
Gravity (North American Team),GV,North America,North America,1,
Gravity Elite,GVE,Panama,Latin America,1,
Gravity Galaxy,GG,,North America,1,
Greek Gorillaz,GG,Greece,Europe,1,
Greek Regenesis,GRE,Greece,Europe,1,
Griffin (Korean Team),GRF,South Korea,Korea,1,
Grim Ravens,GR,Hungary,Europe,1,
Gripen Esport,GRP,Sweden,Europe,1,
Grompcord,GC,,North America,0,
Groovy Gaming,Groovy,Colombia,LAN,1,
GrosBill Esport,GB,France,Europe,1,
Ground Zero Gaming,GZ,Australia,Asia Pacific,0,
Grow uP eSports,GUP,Portugal,EMEA,0,
Grow uP Girls EU,uP EU,Portugal,Europe,1,
GRP Esports,GRP,Poland,EMEA,0,
GSG,GSG,South Korea,Korea,1,
GSI Gaming,GSI,France,Europe,1,
GTZ Esports,GTZ,,EMEA,0,
Guangdong Flying Tigers,GFT,,North America,0,
Guarp Gaming,GUAP,,EMEA,0,
Guasones,GSNS,Spain,EMEA,0,
Guerreiras Brownie Vortex,BRW,Brazil,Brazil,1,
Guerreros del Mouse,GDM,Argentina,LAS,1,
Guinea Pink,GP,Spain,EMEA,0,
Gunrunners,GRS,Czech Republic,Europe,1,
Guru Gaming,guru,Croatia,Europe,1,
H2k-Gaming,H2K,United Kingdom,Europe,1,
H34T Young Flames,YF,Poland,Europe,1,
H3ARTS,H3RT,Czech Republic,EMEA,1,
Hafnet eSports,HAF,Argentina,Latin America,1,
Hall of Fame,HOF,Vietnam,Vietnam,1,Cube Adonis
Hallow Crows,HLC,,EMEA,0,
HANAGUMI KAREN,HNK,Japan,Japan,1,
Handless,SAD,Jordan,MENA,1,
HanGong Clan,HGC,China,China,1,
Hannibal Knights,HNK,Tunisia,MENA,1,
Hanoi Dragons,HND,Vietnam,SEA,1,
Hanoi Fate,HF,Vietnam,SEA,1,
Hanoi Phoenix,HNP,,SEA,1,
Hanover Hounds,HH,Germany,Europe,1,
Hanwha Life Esports,HLE,South Korea,Korea,0,
Hanwha Life Esports Academy,HLE.A,South Korea,Korea,0,
Hanwha Life Esports Challengers,HLE.C,South Korea,Korea,0,
Hard Random,HR,Russia,CIS,1,
HarmoniX Gaming,HXG,Japan,Japan,1,
Harrisburg University,HU,,North America,0,
Havan Liberty Academy,HLA,Brazil,Brazil,1,
Havan Liberty Gaming,HL,Brazil,Brazil,1,
Havoc (Danish Team),HVC,,EMEA,0,
Havoc Gaming,HVC,,North America,1,
Headhunters,HH,Indonesia,SEA,1,
Heat Wave,HW,Taiwan,LMS,1,
Heavy Artillery,HAT,Taiwan,LMS,1,
Heavy Botlane,HB,Europe,Europe,1,
HEET,HEET,Belgium,EMEA,1,
Heimerdinger's Colossi,HC,Europe,Europe,1,
HELL PIGS,HPS,Taiwan,Asia Pacific,0,
Hellions e-Sports Club,HLN,Australia,Oceania,1,
Heracles Gaming,HRG,Spain,EMEA,0,
Herbalife Real Betis,BTS,Spain,Europe,1,
Here For T-Shirt,H4T,,North America,1,
Heroes of the Universe E-Sports Brazil,HUE BR,Brazil,Brazil,1,
Heroes Team,HT,Poland,Europe,1,
Hertha BSC eSport,BSC,Germany,Europe,1,
Hex Alligators,HEX,Japan,Japan,1,
Hexagone Esports,HEXA,,Europe,1,
HG Esports,HG,Italy,Europe,1,
High Tempo Esports,HTE,Saudi Arabia,MENA,1,
High Tempo Esports (North American Team),HTE,,North America,0,
Hillerød eSport,HeS,,Europe,1,
Hive Athens Academy,HIVE.A,Greece,Europe,1,
Hive Athens EC,HIVE,Greece,EMEA,1,
HNVR Esports,HNVR,Germany,EMEA,1,ROSSMANN Centaurs
Hokuto Esports,HKT,Japan,Japan,1,
Holy Knights,HK,Peru,Latin America,1,
Homyno Pulsia Esport,HPL,France,Europe,1,
Hong Kong Attitude,HKA,Hong Kong,PCS,1,
Hong Kong Attitude Mage,HKA.M,Taiwan,LMS,1,
Hong Kong Attitude Priest,HKA.P,Taiwan,LMS,1,
Hong Kong Carries,HKC,Hong Kong,LMS,1,
Hong Kong Esports,HKES,Hong Kong,LMS,1,Hong Kong Attitude
HongKongNine,HKN,Hong Kong,LMS,1,
Hooked Esports,HK,Ecuador,Latin America,1,
Hoon Good Day,HGD,South Korea,Korea,1,
Horizon Gaming (North American Team),HZG,,North America,1,CCG Esports
HOU GAMING,HOU,South Korea,Korea,1,
Howling eSports,HES,Croatia,Europe,1,
Huma,HMA,United Kingdom,Europe,1,
Humanoids5,H5,Chile,Latin America,1,
Hungkuang Falcon,HKF,,Asia Pacific,0,
Hurricane Gaming,HG,Taiwan,PCS,1,
Hurricane of Feathers,HOF,Portugal,EMEA,0,
HuyaTV,HuyaTV,China,Korea,1,
HVFC Bakeca Academy,HVFC,Italy,EMEA,0,
HWA Gaming,HWA,Turkey,Turkey,1,Istanbul Wildcats
HWA Gaming Academy,HWA.A,Turkey,Turkey,1,Istanbul Wildcats Academy
Hybrid Esports,HBD,Belgium,Europe,1,
Hybrid Esports UK,HYB.UK,Belgium,Europe,1,
Hydras Esport,HYD,Denmark,EMEA,1,
Hyper (Korean Team),Hyper,,Korea,1,
Hyper Nova,HN,North America,North America,1,Super Nova Sentinels
Hyper Youth Gaming,HYG,China,China,1,Saint Gaming
Hyperion Esports (European Team),HYP,United Kingdom,Europe,1,
Hyve Central,Hyve,United Kingdom,Europe,1,
I Gaming Star,IGS,South Korea,Korea,1,ES Sharks
I May,IM,China,China,1,
IceLanD,ILD,Hong Kong,LMS,1,
Ichor Gaming,ICHR,,Brazil,1,
Ici Japon Corp. Esport,IJC,France,EMEA,0,
IDM Pirata,IDMP,,Brazil,1,
IDomina eSports,iD,Italy,Europe,1,
Iguana eSports,IGE,Germany,Europe,1,
IKISEQ Gaming,IKQ,Czech Republic,EMEA,1,
Ilha da Macacada Gaming,IDM,Brazil,Brazil,1,Uppercut esports
Ilha das Lendas,IDL,,Brazil,0,
Illés Akadémia Spirit,IAS,,EMEA,0,
Illinois State University,ISU,,North America,0,
Illinois Wesleyan University,IWU,,North America,0,
Illuminar Gaming,IHG,Poland,EMEA,1,
Imaginary Gaming,IMG,France,Europe,1,
IME Wolves,IME,Brazil,Brazil,0,
Immortals,IMT,United States,North America,0,
Immortals Academy,IMT.A,United States,North America,1,Immortals Challengers
Immortals Area of Effect,IMA,,North America,1,
Immortals Challengers,IMTC,United States,North America,1,
IMP e-Sports,IMP,Brazil,Brazil,1,
Impact Gaming,IG,,Europe,1,
Imperial Esports,IE,Turkey,Turkey,1,
Imperials,IMPER,Greece,Europe,1,
Imperio eSports,IPO,Germany,Europe,1,
IMPERISHABLE CLAN,IMP,Austria,EMEA,0,
Imperium Gaming,IPR,Peru,LAS,1,
Imperium Pro Team,IPT,Philippines,SEA,1,
ImPerium Vancuverii,IMP,,North America,1,
IMProve Team,IMPT,Poland,EMEA,0,
Impunity,IMP,Singapore,Asia Pacific,0,
Impunity Legends,IPN.L,Singapore,SEA,1,
IN Gaming,ING,China,China,1,
Inaequalis,INAE,Czech Republic,Europe,1,
Inaequalis Academy,INAE.A,Czech Republic,Europe,1,
Incredible Miracle,IM,South Korea,Korea,1,Longzhu Gaming
Incredible Miracle 1,IM1,South Korea,Korea,1,
Incredible Miracle 2,IM2,South Korea,Korea,1,
Incredible Miracle Athena,IMA,South Korea,Korea,1,
Incubus,INC,Peru,Latin America,1,
Indictive Esports,IN,,Europe,1,
INEA Esports,IN,,Europe,1,Indictive Esports
InFamouS Esport,IFS,France,Europe,1,
Infamous Gaming,IFG,Peru,LAS,1,
Infernal Void,IV,Germany,EMEA,0,
InFerno eSports,inF,Italy,Europe,1,
Infernum Gaming,INF,Australia,Oceania,1,
Infinite Odds,IO,North America,North America,1,
INFINITY,INF,Costa Rica,Latin America,0,
Infinity Esports (2015 North American Team),OO,United States,North America,1,
Infinity Esports Academy,INF.A,Costa Rica,Latin America,1,
Infinity Esports Colombia,INF.C,Costa Rica,Latin America,1,
Infinity Esports Costa Rica,INF.CR,Costa Rica,Latin America,1,
Infusion,INF,,North America,1,
Inside Games,ING,Czech Republic,EMEA,0,
Inside Games Challengers,ING.C,Czech Republic,EMEA,1,
Insidious Gaming Candy,iSC,Malaysia,SEA,1,
Insidious Gaming Exile,iSE,Singapore,SEA,1,
Insidious Gaming KTB,iS.KTB,Malaysia,SEA,1,Team KTHXBAI
Insidious Gaming Legends,iSL,Singapore,SEA,1,
Insidious Gaming Rebirth,iSR,Singapore,SEA,1,
Insight eSports,IE,Brazil,Brazil,1,
Inspire eSports,IE,Germany,Europe,1,
Instinct Gaming,INS,Peru,Latin America,1,
Instruments of Surrender,INST,Ukraine,CIS,1,The RED
Intel New Indians,NEW,Argentina,Latin America,1,
Intellectual Playground,IPG,Denmark,Europe,1,
Intergalaxy Tigers Gaming,ITX,Brazil,Brazil,1,
International Esports Industry Center,IEIC,Taiwan,Asia Pacific,0,
Internationally V,IV,Russia,CIS,1,
Internaziomale,ZIOM,Poland,EMEA,1,Wina Krzycha
Interstellar Yappers,YAP,,North America,0,
Intrepid Fox Gaming,IF,Greece,Europe,1,
Intuition,ITN,Australia,Oceania,1,
INTZ,ITZ,Brazil,Brazil,0,
INTZ Academy,ITZ.A,Brazil,Brazil,0,
INTZ Red,RED,Brazil,Brazil,1,RED Canids
INTZ.Genesis,ITG,Brazil,Brazil,1,
INVADERS,INV,United Kingdom,Europe,1,
Inventive Esports,INV,,EMEA,1,
Invictus Gaming,iG,China,China,0,
Invictus Gaming Deadly Fiend Girls,iG.DFG,China,China,1,
Invictus Gaming Young,IGY,,China,0,
Invictus Girls,iGirls,China,China,1,
INvolute,iNv,Czech Republic,Europe,1,
Invulnerables Esports,INVL,United Kingdom,EMEA,1,
ION Global Esports,ION,Australia,Asia Pacific,0,
Ion Squad,ION,,Europe,1,
Ion Squad Academy,ION.A,,Europe,1,
Ionikos Nikaias Esports,INE,,EMEA,0,
IQuit-Gaming Greece,iQuit GR,Germany,Europe,1,
Iron Hawks e-Sports,HKS,Brazil,Brazil,1,
Iron Wolves,WOLF,Lithuania,EMEA,0,
ISC Pro Team,ISC,Philippines,SEA,1,Bren Esports
ISO eSports,ISO,Finland,Europe,1,Team Frosty
Issue is Critical,IIC,,North America,1,
Istanbul Wildcats,IW,Turkey,EMEA,1,
Istanbul Wildcats Academy,IWC.A,Turkey,Turkey,1,
Isurus,ISG,Argentina,Latin America,0,
Isurus Academy,ISG.A,Argentina,Latin America,1,
Isurus Gaming Chile,ISG CL,Chile,LAS,1,
ITS DOOMED,DOOM,,North America,1,
IWantCookie,IWC,Europe,Europe,1,DragonBorns
Izanagi eSports,IZG,Brazil,Brazil,0,
Izanagi Ignis,IZG.I,Brazil,Brazil,0,
Izi Dream,IZI,France,EMEA,0,
J Team,JT,Taiwan,Asia Pacific,0,
J Team 2,JII,Taiwan,PCS,1,Taipei Bravo
Jakarta Juggernauts,J2G,Indonesia,SEA,1,
Jake's Kittens,JK,,North America,1,
Janus Esports,JNS,United States,Latin America,1,Janus Panter
Janus Panter,JNS,Guatemala,Latin America,0,
Janus Vipers,JV,Guatemala,Latin America,1,
JAYOB e-Sports,JAY,Brazil,Brazil,1,
JD Gaming,JDG,China,China,0,
JDXL,JDXL,United Kingdom,Europe,1,
Ji Jie Hao,JJH,,China,0,
Jin Air Green Wings,JAG,South Korea,Korea,1,
Jin Air Green Wings Falcons,JAG.F,South Korea,Korea,1,
Jin Air Green Wings Stealths,JAG.S,South Korea,Korea,1,
JingNetGame,JNG,China,China,1,
Jlingz Esports,JL,United Kingdom,EMEA,1,
Joblife,JL,France,EMEA,0,
Join The Force,JTF,Netherlands,EMEA,1,
Jörmungang,JMGG,France,EMEA,0,
Joseph Hong,LEV,,North America,1,
Joy Dream,JDM,China,China,0,
Juicy Ballers,BALL,Poland,EMEA,0,
Just Randoms,JR,,North America,1,
Just Toys Gaming,JTG,Mexico,LAN,1,
Just Toys Havoks,JTH,Mexico,LAN,1,
Justforfun,jff,,Europe,1,
K Special Forces,KSF,,LMS,1,
K1CK,K1,Portugal,Europe,1,
K1ck Black,K1CK.B,Portugal,Europe,1,
K9,K9,,North America,0,
KaBuM! Academy,KBM.A,Brazil,Brazil,0,
KaBuM! Black,KBB,Brazil,Brazil,1,
KaBuM! Esports,KBM,Brazil,Brazil,0,
KaBuM! IDM Gaming,KBM IDM,Brazil,Brazil,1,
KaBuM! IDM UP,KIDM UP,Brazil,Brazil,1,
Kaisa Gaming,KSG,China,China,1,
Kaizen Esports,KZN,Colombia,Latin America,1,
Kameto Corp,KC,France,Europe,1,Karmine Corp
Kanaya Gaming,Kanaya,Indonesia,SEA,1,Duck In a Box
Kanga Esports,KNG,Australia,Asia Pacific,0,
KAOS e-sport,KAOS,Norway,EMEA,0,
Kaos Latin Gamers,KLG,Chile,Latin America,1,
Kaos Latin Gamers Academy,KLG.A,Chile,Latin America,1,
KappaChungus,KAPP,,North America,1,
Kapsoura,KPS,Mexico,Latin America,0,
Karma Clan Esports,KRM,Portugal,Europe,1,
Karmine Corp,KC,France,EMEA,0,
Karmine Corp Blue,KCB,France,EMEA,0,
Karolinerna,K5,Sweden,EMEA,0,
Karont3 e-Sports Club,K3,Spain,Europe,1,
KartRiderTeam,KRT,Taiwan,LMS,1,
KATANA (Turkish Team),KTN,Turkey,EMEA,0,
Katastrofa Awionetki,kT,Poland,Europe,1,
Kaufland Hangry Knights,KHK,Germany,EMEA,0,
Kawaii Kiwis,KwK,Spain,EMEA,0,
Keep Gaming,KEEP,Brazil,Brazil,1,
Keep Pathing Bot,KPB,,North America,1,
Kelyx's Grandpa Gamers,KGG,,North America,1,
Kenty,KEN,Lithuania,Europe,1,
Keyd Warriors,kW,Brazil,Brazil,1,
KeyMedia,KM,China,China,1,
Keypulse Esports,KYP,,EMEA,0,
KIA.eSuba Academy,ESB.A,Czech Republic,EMEA,0,
Kiedys Mialem Team,KMT,Poland,Europe,1,
Killabeez,KBZ,Spain,Europe,1,
Kim Esports,KIM,,EMEA,1,
King of Future,KOF,China,China,1,Top Esports Challenger
King of Goats,KOG,Colombia,Latin America,1,
Kings of the North,KON,,Latin America,1,
Kings of Uganda,KOU,,North America,1,
Kingzone DragonX,KZ,China,Korea,1,DragonX
KIT SC SmartWe,KIT,Germany,EMEA,0,
KIT SC White,KIT.W,Germany,EMEA,0,
KIYF eSports Club,KIYF,Spain,Europe,1,
Klanik Esport,KE,France,EMEA,0,
KlikTech,KLT,Croatia,Europe,1,
KmK eSports,KmK,,Europe,1,
KnockOut Esports,KO,Saudi Arabia,MENA,0,
KODE Gaming,KODE,Spain,EMEA,0,
KOI (Spanish Team),KOI,Spain,EMEA,0,
KOI Academy,FNK,Spain,EMEA,1,
KOI Amethyst,KOI.A,Spain,EMEA,0,
Kokoro No Senshi,KNS,,Latin America,1,
Kolejny Cios,KC,Poland,Europe,1,
Komil and Friends,KNF,Poland,EMEA,1,
Komodo (North American Team),KMD,,North America,0,
Komputronik Gaming Scouting Grounds,KG,,Europe,1,
Komputronik H34T,HIT,Poland,Europe,1,
Kongdoo Monster,KDM,South Korea,Korea,1,
Konix eSport,Konix,France,Europe,1,
Korean Streamer,KRS,,Korea,1,
KOVA Esports,KOVA,Finland,Europe,1,
Kowloon Esports,KE,Hong Kong,LMS,1,
KR Reykjavík Esports,KR,Iceland,Europe,1,
Kraken E-Sports,KNS,Peru,Latin America,1,
KRC Genk Esports,GENK,,EMEA,1,
KRC Genk Esports Talent Team,GNKT,Belgium,Europe,1,
KRÜ Esports,KRU,Argentina,Latin America,1,
KSV eSports,KSV,South Korea,Korea,1,Gen.G
KT Rolster,KT,South Korea,Korea,0,
KT Rolster Academy,KT.A,South Korea,Korea,0,
KT Rolster Arrows,KT.A,South Korea,Korea,1,
KT Rolster Bullets,KT.B,South Korea,Korea,1,
KT Rolster Challengers,KT.C,South Korea,Korea,0,
Kuala Lumpur Hunters,KLH,Malaysia,SEA,1,
Kubyd's Syndrome,Kubyd's,Poland,Europe,1,
Kumiho Esports,KHO,Spain,EMEA,1,
Kun Shan Lightning Tiger,KSLT,Taiwan,PCS,0,
Kurulean's Kittens,KURU,,North America,0,
KV Mechelen Esports,KVM,Belgium,Europe,1,
KV Mechelen Esports Academy,KVM.A,Belgium,Europe,1,
KV Mechelen Esports Strijders,KVM.S,Belgium,Europe,1,
Kwangdong Freecs,KDF,South Korea,Korea,0,
Kwangdong Freecs Academy,KDF.A,South Korea,Korea,0,
Kwangdong Freecs Challengers,KDF.C,South Korea,Korea,0,
Kx.Cash,KXC,China,China,1,
Kx.Happy,KXH,China,China,1,Revenger (Chinese Team)
L’art de la Guerre,ART,,North America,0,
Labradoodle 9,LAB9,,Europe,1,
Lachende Gerdas,LACH,,Europe,1,
Lamasticrew,Lama,France,Europe,1,
LanCraft,LAN,Czech Republic,Europe,1,
Lanomania,LMA,Sweden,Europe,1,
LanXiang Gaming,LX,China,China,1,
LaoPengYou,LPY,,China,1,
Laranja Mecânica,LMEC,Brazil,Brazil,0,
Laranja Mecânica Ignis,LMEC.I,Brazil,Brazil,0,
Large (North American Team),LRG,,North America,1,
Last Group,LG,Uruguay,LAS,1,
Last Kings,LK,Chile,LAS,1,
Last Resistance,LR,,North America,1,
Laughing Coffins,LC,Greece,Europe,1,
Lazy In Life,LAZY,Norway,EMEA,0,
LBS Esports,LBS,Argentina,Latin America,1,
LCVS Fighting,LCVS,Taiwan,Asia Pacific,1,
LD50 Gaming,LD50,Japan,Japan,1,
LDLC OL,LDLC,France,EMEA,1,
LDM Esports,LDM,,Latin America,1,
LDM Mexico,LDM,Chile,Latin America,1,
LDN UTD,LDNU,United Kingdom,Europe,1,
LDN UTD Ice,LDNU.I,United Kingdom,Europe,1,
LEC Kings,RITO,,Europe,1,
Legacy Esports,LGC,Australia,Oceania,1,
Legacy Genesis,LGG,Australia,Oceania,1,
Legatum,LGT,Chile,LAS,1,
Legend Dragon,LD,China,China,1,
Legend Dragon Academy,LDA,China,China,1,
Legend Esport Gaming,LEG,,China,1,
Legendary,LDY,North America,North America,1,
LegendsBR,LBR,Brazil,Brazil,1,
Legion Gaming (European Team),LG,United Kingdom,Europe,1,
Legion Gaming (Oceanic Team),LGN,Australia,Oceania,1,
Lemondogs,LD,Sweden,Europe,1,
Lemondogs Argentina,LD ARG,Sweden,LAS,1,
Leões Porto Salvo Esports,LPS,Portugal,EMEA,0,
Levante UD Esports,LUD,Spain,EMEA,1,
Level One,Lv1,Italy,Europe,1,
Level Up esports,LVL,,Europe,1,
Leviatan,LEV,Argentina,Latin America,0,
Leviatan Esports Chile,LEV,Argentina,Latin America,1,
Corax Gaming,CX,Belgium,Europe,1,
Córdoba Patrimonio eSports,CPH,Spain,EMEA,1,
CORE 128,CORE,Spain,EMEA,0,
Core Dynamic,CDY,Germany,Europe,1,
Corinthians Esports,CRT,Brazil,Brazil,1,
COS City Hawk,TPCU,Taiwan,PCS,0,
Cosa Gamers,CG,,North America,0,
Coscu Army,CA,Argentina,Latin America,1,
Cosmic Vipers,CV,,North America,0,
Cosmic Wolf Esports,CW,,North America,1,
Cougar E-Sport,CGE,Taiwan,LMS,1,
Could Be Better,CBB,Lithuania,Europe,1,
Counter Counter Clockwise,CCC,Europe,Europe,1,
Counter Logic Gaming,CLG,United States,North America,1,
Counter Logic Gaming Europe,CLG.EU,Europe,Europe,1,
Coven,CVN,Brazil,Brazil,0,
Cowana Gaming,COW,Germany,Europe,1,
CowBoySquad Imperials Esports,CBI,Greece,Europe,1,
CowBoySquad Imperials Esports Academy,CBI.A,Greece,Europe,1,
CPLAY,CP,Germany,EMEA,0,
CR4ZY,C4,Croatia,Europe,1,Valiance
Cream Esports,CRM,Spain,Latin America,1,
Cream Real Betis.EU,BTS,Spain,Europe,1,
Cream Real Betis.Mexico,CRB,Spain,Latin America,1,
Cremas Esports,CRE,Peru,Latin America,1,Universitario Esports
Crest Gaming Act,CGA,Japan,Asia Pacific,1,AXIZ CREST
Crest Gaming Act Academy,CGA.A,Japan,PCS,1,AXIZ CREST Academy
Crew e-Sports Club,CEC,Turkey,Turkey,1,YouthCrew Esports
Crimson Gaming,CRM,Australia,Oceania,1,
CrossGaming,CG,Hong Kong,LMS,1,
CrowCrowd,CC,Russia,CIS,1,
Cruzados Esports,UC,Chile,Latin America,1,
Cruzeiro Academy,CRZ.A,Brazil,Brazil,1,E-Flix eSports
Cruzeiro eSports,CRZ,Brazil,Brazil,1,E-Flix eSports
Crvena zvezda Esports,CZV,Serbia,EMEA,0,
Crypto Esports,CRY,Spain,Europe,1,
Crypto Esports.CIS,CRY,Spain,CIS,1,
Cryptova,OVA,Czech Republic,EMEA,1,
Crystal Cave Gaming Emerald,CCGE,,North America,1,
CSG Gaming,CSG,Mexico,LAN,1,
CST Team,CST,Taiwan,PCS,0,
CTBC Flying Oyster,CFO,Taiwan,Asia Pacific,0,
CTBC Flying Oyster Academy,CFOA,Taiwan,Asia Pacific,0,
CTRL PLAY,CPT,Russia,CIS,1,
CTRL PLAY Academy,CPT.A,Russia,CIS,1,
CTU Pathos,CTU P,South Korea,Korea,1,
Cube Adonis,ADN,,Vietnam,1,CERBERUS Esports (Vietnamese Team)
Curse Academy,CA,North America,North America,1,Gravity (North American Team)
Cursed Rage,CSR,Chile,LAS,1,
CUT Esports,CUT,Denmark,MENA,1,
Cyber Gamer e-Sports,CGE,,Brazil,1,
Cyber Gaming,CG,Czech Republic,Europe,1,
Cyber Gaming Academy,CG.A,Czech Republic,Europe,1,
Cyber Wolves,CWE,Slovenia,EMEA,0,
Cyberground Gaming,CGG,Italy,EMEA,1,EKO Academy
Cyberground Gaming Academy,CGG.A,Italy,Europe,1,
Cyborg Factory,CGF,Czech Republic,Europe,1,
Cycle Esports,CYL,Jordan,MENA,1,
Cyclone,CL,Japan,Japan,1,
CYRUS,CRS,,Vietnam,0,
Cyzone,CYZ,Vietnam,SEA,1,
Czas na zasady,CNZ,,Europe,1,
Czeska Husaria,CZH,,Europe,1,
D-City Gaming Stars,DCG,,Europe,1,1. Esport Verein Darmstadt e.V.
D-City Gaming Stars Gold,DCG.G,Germany,Europe,1,1. Esport Verein Darmstadt e.V. Academy
D7G Esports Club,D7G,China,China,1,
Da Dancing Demons,D3,Peru,Latin America,1,
Dadslammers,DAD,North America,North America,1,
Dai Dai Gaming,DaiDai,Brazil,Brazil,1,
DAN Gaming,DAN,China,China,1,
Dango,DNG,Spain,EMEA,1,
Dango SB,DSB,Spain,EMEA,1,
Dare Black,DARE.B,,North America,0,
Dare Gaming,DARE,,North America,1,
Dare White,DARE.W,,North America,1,
Dark Allegiance,DA,Canada,North America,1,
Dark Crows,DCR,Chile,Latin America,1,
Dark Horse,DHX,Chile,Latin America,1,
Dark Matter,SNDM,North America,North America,1,
Dark Passage,DP,Turkey,EMEA,0,
Dark Passage Academy,DP.A,Turkey,Turkey,1,
Dark Passage White,DPW,Turkey,Turkey,1,
Dark Quality,DQT,,Latin America,1,
Dark Tigers,DTG,Czech Republic,Europe,1,
Dark Tigers Academy,DTG.A,Czech Republic,Europe,1,
Dark Wolves,DW,South Korea,Korea,1,
Dark Zone,DZ,Italy,Europe,1,
Darkness Eagles Esports,DEGs,Mexico,LAN,1,
DarkSpawn Gaming,DSG,United Kingdom,Europe,1,
DarlingYou,DLY,Taiwan,LMS,1,
